"Id"	"Prompt"	"Wavfile"	"RecResult"	"Transcription"	"language"	"meaning"
"4087"	"Frag: ein T-Shirt"	"user-73_2014-12-18_17-11-49_utt_045.wav"	"i would like a tee shirt"	"i would like a t-shirt"	"correct"	"correct"
"4088"	"Frag: ein rotes T-Shirt"	"user-73_2014-12-18_17-11-49_utt_046.wav"	"i would like a red tee shirt"	"i would like a red t-shirt"	"correct"	"correct"
"4091"	"Sag: Das T-Shirt ist zu teuer"	"user-73_2014-12-18_17-11-49_utt_050.wav"	"a tee shirt is too expensive"	"the t-shirt is too expensive"	"correct"	"correct"
"4092"	"Sag: Mir geht es gut"	"user-73_2014-12-18_17-11-49_utt_053.wav"	"can i buy"	"i'm fine"	"correct"	"correct"
"4093"	"Frag: Sandalen"	"user-73_2014-12-18_17-11-49_utt_054.wav"	"i would like sandals"	"i would like sandals"	"correct"	"correct"
"4094"	"Frag: braune Sandalen"	"user-73_2014-12-18_17-11-49_utt_055.wav"	"i would like brown sandals"	"i would like brown sandals"	"correct"	"correct"
"4096"	"Frag: Jeans"	"user-73_2014-12-18_17-11-49_utt_058.wav"	"i would like jeans"	"i would like jeans"	"correct"	"correct"
"4097"	"Frag: weisse Jeans"	"user-73_2014-12-18_17-11-49_utt_059.wav"	"i would like white jeans"	"i would like white jeans"	"correct"	"correct"
"4099"	"Frag: Wie viel kostet es?"	"user-73_2014-12-18_17-11-49_utt_062.wav"	"how much does it cost"	"how much it is coast"	"incorrect"	"correct"
"4101"	"Sag: Die Jeans ist zu teuer"	"user-73_2014-12-18_17-11-49_utt_064.wav"	"the jeans is too expensive"	"the jeans is too expensive"	"incorrect"	"correct"
"4102"	"Sag: Mir geht es gut"	"user-73_2014-12-18_17-11-49_utt_067.wav"	"a hairdryer"	"i am fine"	"correct"	"correct"
"4103"	"Frag: Stiefel"	"user-73_2014-12-18_17-11-49_utt_068.wav"	"i would like jeans"	"i would like boots"	"correct"	"correct"
"4104"	"Frag: braune Stiefel"	"user-73_2014-12-18_17-11-49_utt_069.wav"	"i would like brown boots"	"i would like brown boots"	"correct"	"correct"
"4107"	"Frag: Hosen"	"user-73_2014-12-18_17-11-49_utt_072.wav"	"i would like pants"	"i would like pants"	"correct"	"correct"
"4108"	"Frag: violette Hosen"	"user-73_2014-12-18_17-11-49_utt_073.wav"	"i would like thirty-seven"	"i would like purple pants"	"correct"	"correct"
"4110"	"Sag: Dies ist zu gross"	"user-73_2014-12-18_17-11-49_utt_075.wav"	"this is too big"	"this is too big"	"correct"	"correct"
"4112"	"Sag, dass du es nicht möchtest"	"user-73_2014-12-18_17-11-49_utt_077.wav"	"i do not thursday"	"i do not want this"	"correct"	"correct"
"4113"	"Sag: Mir geht es gut"	"user-73_2014-12-18_17-11-49_utt_079.wav"	"i will buy"	"i am fine"	"correct"	"correct"
"4114"	"Frag: Sandalen"	"user-73_2014-12-18_17-11-49_utt_080.wav"	"i would like sandals"	"i would like sandals"	"correct"	"correct"
"4115"	"Frag: rote Sandalen"	"user-73_2014-12-18_17-11-49_utt_081.wav"	"i would like red sandals"	"i would like red sandals"	"correct"	"correct"
"4117"	"Frag: ein Sweatshirt"	"user-73_2014-12-18_17-11-49_utt_083.wav"	"i would like a sweatshirt"	"i would like a sweatshirt"	"correct"	"correct"
"4118"	"Frag: ein weisses Sweatshirt"	"user-73_2014-12-18_17-11-49_utt_084.wav"	"i would like a white sweatshirt"	"i would like a white sweatshirt"	"correct"	"correct"
"4121"	"Sag: Das Sweatshirt ist zu teuer"	"user-73_2014-12-18_17-11-49_utt_088.wav"	"the sweatshirt is too expensive"	"the sweatshirt is too expensive"	"correct"	"correct"
"4122"	"Frag: 4 Musical-Tickets"	"user-73_2014-12-18_17-11-49_utt_091.wav"	"i would like four musical tickets"	"i would like four musical tickets"	"correct"	"correct"
"4123"	"Frag: ein Ticket für Mittwochabend"	"user-73_2014-12-18_17-11-49_utt_092.wav"	"i would like a ticket for wednesday evening"	"i would like a ticket for wednesday evening"	"correct"	"correct"
"4124"	"Frag: 4 Tickets für Mamma Mia"	"user-73_2014-12-18_17-11-49_utt_093.wav"	"i would like four tickets to london mia"	"i would like four tickets for mamma mia"	"correct"	"correct"
"4125"	"Sag: Ich möchte hinten sitzen"	"user-73_2014-12-18_17-11-49_utt_094.wav"	"i would like to sit back"	"i would like to sit back"	"incorrect"	"incorrect"
"4126"	"Sag: Ich möchte hinten sitzen"	"user-73_2014-12-18_17-11-49_utt_095.wav"	"i would like to sit back"	"i would like to sit back"	"incorrect"	"incorrect"
"4127"	"Frag: Tickets für das Naturhistorische Museum"	"user-73_2014-12-18_17-11-49_utt_096.wav"	"i would like tickets for the natural history museum"	"i would like tickets for the natural history museum"	"correct"	"correct"
"4128"	"Frag: 2 Tickets"	"user-73_2014-12-18_17-11-49_utt_097.wav"	"i need two tickets"	"i need two tickets"	"correct"	"correct"
"4129"	"Frag: ein Wasser mit Kohlensäure"	"user-73_2014-12-18_17-11-49_utt_101.wav"	"i would like a carbonated water"	"i would like a carbonated water"	"correct"	"correct"
"4130"	"Frag: den Sonntagsbraten"	"user-73_2014-12-18_17-11-49_utt_102.wav"	"i would like the sunday roast"	"i would like the sunday roast"	"correct"	"correct"
"4131"	"Frag: meinen Sonntagsbraten medium"	"user-73_2014-12-18_17-11-49_utt_103.wav"	"i would like my sunday roast medium"	"i would like my sunday roast medium"	"correct"	"correct"
"4132"	"Frag: etwas Kartoffelstock"	"user-73_2014-12-18_17-11-49_utt_104.wav"	"i would like some mashed potato"	"i would like some mashed potato"	"correct"	"correct"
"4133"	"Frag: Ich möchte die Dessertkarte"	"user-73_2014-12-18_17-11-49_utt_105.wav"	"i would like the dessert menu"	"i would like the dessert menu"	"correct"	"correct"
"4134"	"Frag: Vanilleglace"	"user-73_2014-12-18_17-11-49_utt_106.wav"	"i would like the vanilla ice cream"	"i would like the vanilla*z ice cream"	"correct"	"correct"
"4135"	"Frag: Vanilleglace"	"user-73_2014-12-18_17-11-49_utt_107.wav"	"i would like the white sandals please"	"i would like the vanilla*z ice cream"	"correct"	"correct"
"4136"	"Frag: Vanilleglace"	"user-73_2014-12-18_17-11-49_utt_108.wav"	"i would like the vanilla ice cream"	"i would like the vanilla ice cream"	"correct"	"correct"
"4137"	"Frag: Ich möchte die Rechnung"	"user-73_2014-12-18_17-11-49_utt_109.wav"	"i would like the bill"	"i would like the bill"	"correct"	"correct"
"4138"	"Sag: Ich möchte mit Postkarte bezahlen"	"user-73_2014-12-18_17-11-49_utt_110.wav"	"i would like to pay with post card"	"i would like to pay with post card"	"correct"	"correct"
"4139"	"Frag: ein Wasser ohne Kohlensäure"	"user-73_2014-12-18_17-11-49_utt_114.wav"	"i would like a still water"	"i would like a still water"	"correct"	"correct"
"4140"	"Frag: einen Hamburger"	"user-73_2014-12-18_17-11-49_utt_115.wav"	"i would like a hamburger"	"i would like a hamburger"	"correct"	"correct"
"4141"	"Frag: meinen Hamburger medium"	"user-73_2014-12-18_17-11-49_utt_116.wav"	"i would like my hamburger medium"	"i would like my hamburger medium"	"correct"	"correct"
"4142"	"Frag: Pommes Frittes"	"user-73_2014-12-18_17-11-49_utt_117.wav"	"i would like french fries"	"i would like french fries"	"correct"	"correct"
"4145"	"Frag: 3 Tickets nach London"	"user-73_2014-12-18_17-11-49_utt_122.wav"	"i would like two tickets to london"	"i would like three tickets to london"	"correct"	"correct"
"4146"	"Sag: Ich möchte am Samstagabend abreisen"	"user-73_2014-12-18_17-11-49_utt_123.wav"	"i would like to leave on saturday evening"	"i would like to leave on saturday evening"	"correct"	"correct"
"4147"	"Sag: Ich heisse Barbara"	"user-73_2014-12-18_17-11-49_utt_124.wav"	"my name is barbara"	"my name is barbara"	"correct"	"correct"
"4148"	"Sag: Ich bin aus Irland"	"user-73_2014-12-18_17-11-49_utt_125.wav"	"i am from ireland"	"i am from ireland"	"correct"	"correct"
"4149"	"Frag: Wo ist der Zoo?"	"user-73_2014-12-18_18-01-42_utt_003.wav"	"where is the zoo"	"where is the zoo"	"correct"	"correct"
"4151"	"Frag: Welcher Bus fährt dorthin?"	"user-73_2014-12-18_18-01-42_utt_005.wav"	"which bus goes there"	"which bus goes there"	"correct"	"correct"
"4154"	"Sag: Mir geht es gut"	"user-73_2014-12-18_18-01-42_utt_011.wav"	"i'm fine"	"i'm fine"	"correct"	"correct"
"4155"	"Sag: Mir geht es gut"	"user-73_2014-12-18_18-01-42_utt_012.wav"	"i four nights"	"i am fine"	"correct"	"correct"
"4156"	"Frag: Stiefel"	"user-73_2014-12-18_18-01-42_utt_013.wav"	"i would like boots"	"i would like boots"	"correct"	"correct"
"4157"	"Frag: rote Stiefel"	"user-73_2014-12-18_18-01-42_utt_014.wav"	"i would like red boots"	"i would like red boots"	"correct"	"correct"
"4160"	"Frag: ein Sweatshirt"	"user-73_2014-12-18_18-01-42_utt_018.wav"	"i would like a sweatshirt"	"i would like a sweatshirt"	"correct"	"correct"
"4161"	"Frag: ein grünes Sweatshirt"	"user-73_2014-12-18_18-01-42_utt_019.wav"	"i would like a green sweatshirt"	"i would like a green sweatshirt"	"correct"	"correct"
"4164"	"Sag: Das Sweatshirt ist zu teuer"	"user-73_2014-12-18_18-01-42_utt_022.wav"	"the sweatshirt is too expensive"	"the sweatshirt is too expensive"	"correct"	"correct"
"4165"	"Sag: Mir geht es gut"	"user-73_2014-12-18_18-01-42_utt_025.wav"	"hairdryer"	"i am fine"	"correct"	"correct"
"4166"	"Frag: Stiefel"	"user-73_2014-12-18_18-01-42_utt_026.wav"	"i would like boots"	"i would like boots"	"correct"	"correct"
"4167"	"Frag: braune Stiefel"	"user-73_2014-12-18_18-01-42_utt_027.wav"	"i would like brown boots"	"i would like brown boots"	"correct"	"correct"
"4169"	"Frag: Hosen"	"user-73_2014-12-18_18-01-42_utt_030.wav"	"i would like sandals"	"i would like pants"	"correct"	"correct"
"4170"	"Frag: grüne Hosen"	"user-73_2014-12-18_18-01-42_utt_031.wav"	"i would like a green sandals"	"i would like green pants"	"correct"	"correct"
"4172"	"Sag: Dies ist zu klein"	"user-73_2014-12-18_18-01-42_utt_034.wav"	"this is too small"	"this is too small"	"correct"	"correct"
"4174"	"Sag, dass du es nicht möchtest"	"user-73_2014-12-18_18-01-42_utt_036.wav"	"i do not want this"	"i do not want this"	"correct"	"correct"
"4175"	"Frag: eine Limonade"	"user-73_2014-12-18_18-01-42_utt_038.wav"	"i would like a lemon nights"	"i would like a lemonade*z"	"correct"	"correct"
"4176"	"Frag: ein Steak"	"user-73_2014-12-18_18-01-42_utt_039.wav"	"i would like the steak"	"i would like the steak"	"correct"	"correct"
"4177"	"Frag: mein Steak durchgebraten"	"user-73_2014-12-18_18-01-42_utt_040.wav"	"i would like my steak well done"	"i would like my steak well done"	"correct"	"correct"
"4178"	"Frag: Karroten"	"user-73_2014-12-18_18-01-42_utt_041.wav"	"i would like carrots"	"i would like carrots"	"correct"	"correct"
"4179"	"Sag: Dies ist nicht was ich bestellt habe"	"user-73_2014-12-18_18-01-42_utt_042.wav"	"this is not what i ordered"	"this is not what i ordered"	"correct"	"correct"
"4180"	"Frag: Ich möchte die Dessertkarte"	"user-73_2014-12-18_18-01-42_utt_044.wav"	"i would like the dessert menu"	"i would like the dessert menu"	"correct"	"correct"
"4181"	"Frag: Zitronenkuchen"	"user-73_2014-12-18_18-01-42_utt_045.wav"	"i would like a lemon cake"	"i would like the lemon cake"	"correct"	"correct"
"4182"	"Frag: Ich möchte die Rechnung"	"user-73_2014-12-18_18-01-42_utt_046.wav"	"i would like the bill"	"i would like the bill"	"correct"	"correct"
"4183"	"Sag: Ich möchte mit Visa bezahlen"	"user-73_2014-12-18_18-01-42_utt_047.wav"	"i would like to pay with visa"	"i would like to pay with visa"	"correct"	"correct"
"4184"	"Frag: ein Wasser ohne Kohlensäure"	"user-73_2014-12-18_18-01-42_utt_051.wav"	"i would like a still water"	"i would like a still water"	"correct"	"correct"
"4185"	"Frag: den Sonntagsbraten"	"user-73_2014-12-18_18-01-42_utt_052.wav"	"i would like the sunday roast"	"i would like the sunday roast"	"correct"	"correct"
"4186"	"Frag: meinen Sonntagsbraten rare"	"user-73_2014-12-18_18-01-42_utt_053.wav"	"i would like my sunday roast rare"	"i would like my sunday roast rare"	"correct"	"correct"
"4187"	"Frag: Auberginen"	"user-73_2014-12-18_18-01-42_utt_054.wav"	"i would like a fanta"	"i would like eggplant"	"correct"	"correct"
"4188"	"Frag: Auberginen"	"user-73_2014-12-18_18-01-42_utt_055.wav"	"i would like a fanta"	"i would like eggplant"	"correct"	"correct"
"4190"	"Frag: Ich möchte die Dessertkarte"	"user-73_2014-12-18_18-01-42_utt_059.wav"	"i would like the dessert menu"	"i would like the dessert menu"	"correct"	"correct"
"4191"	"Frag: Scones"	"user-73_2014-12-18_18-01-42_utt_060.wav"	"i would like sandals"	"i would like scones"	"correct"	"correct"
"4192"	"Frag: Ich möchte die Rechnung"	"user-73_2014-12-18_18-01-42_utt_061.wav"	"i would like sandals"	"i would like the bill"	"correct"	"correct"
"4193"	"Sag: Ich möchte mit Postkarte bezahlen"	"user-73_2014-12-18_18-01-42_utt_062.wav"	"i would like to pay with post card"	"i would like to pay with post card"	"correct"	"correct"
"4194"	"Frag: eine Fanta"	"user-73_2014-12-18_18-01-42_utt_066.wav"	"i would like a sandals"	"i would like a fanta"	"correct"	"correct"
"4195"	"Frag: einen Hamburger"	"user-73_2014-12-18_18-01-42_utt_067.wav"	"i would like a hamburger"	"i would like a hamburger"	"correct"	"correct"
"4196"	"Frag: meinen Hamburger medium"	"user-73_2014-12-18_18-01-42_utt_068.wav"	"i would like my hamburger medium"	"i would like my hamburger medium"	"correct"	"correct"
"4197"	"Frag: einen Baked Potato"	"user-73_2014-12-18_18-01-42_utt_069.wav"	"i would like a baked potato"	"i would like a baked*z potato"	"correct"	"correct"
"4198"	"Frag: Ich möchte die Dessertkarte"	"user-73_2014-12-18_18-01-42_utt_070.wav"	"i would like the dessert menu"	"i would like the dessert menu"	"correct"	"correct"
"4199"	"Frag: Custard Tart"	"user-73_2014-12-18_18-01-42_utt_071.wav"	"i would like the custard tart"	"i would like the custard tart"	"correct"	"correct"
"4200"	"Frag: Ich möchte die Rechnung"	"user-73_2014-12-18_18-01-42_utt_072.wav"	"i would like the steak"	"i would like the bill"	"correct"	"correct"
"4202"	"Frag: 2 Musical-Tickets"	"user-73_2014-12-18_18-01-42_utt_076.wav"	"i would like two musical tickets"	"i would like two musical tickets"	"correct"	"correct"
"4204"	"Frag: ein Ticket für Donnerstagabend"	"user-73_2014-12-18_18-01-42_utt_078.wav"	"i would like a ticket for thursday evening"	"i would like a ticket for thursday evening"	"correct"	"correct"
"4205"	"Frag: 2 Tickets für Starlight Express"	"user-73_2014-12-18_18-01-42_utt_080.wav"	"i would like two tickets for starlight express"	"i would like two tickets for starlight express"	"correct"	"correct"
"4206"	"Sag: Ich möchte in der zehnten Reihe sitzen"	"user-73_2014-12-18_18-01-42_utt_081.wav"	"i would like to sit in the tenth row"	"i would like to sit in the tenth row"	"correct"	"correct"
"4207"	"Frag: Tickets für das Naturhistorische Museum"	"user-73_2014-12-18_18-01-42_utt_082.wav"	"i would like tickets for the natural history museum"	"i would like tickets for the natural history museum"	"correct"	"correct"
"4208"	"Frag: 4 Tickets"	"user-73_2014-12-18_18-01-42_utt_083.wav"	"i need four tickets"	"i need four tickets"	"correct"	"correct"
"4209"	"Frag: 2 Musical-Tickets"	"user-73_2014-12-18_18-01-42_utt_086.wav"	"i would like two musical tickets"	"i would like two musical tickets"	"correct"	"correct"
"4211"	"Frag: ein Ticket für Samstagabend"	"user-73_2014-12-18_18-01-42_utt_088.wav"	"i would like a ticket for saturday evening"	"i would like a ticket for saturday evening"	"correct"	"correct"
"4212"	"Frag: 2 Tickets für König der Löwen"	"user-73_2014-12-18_18-01-42_utt_089.wav"	"i would like two tickets for the lion"	"i would like two tickets for king lion"	"incorrect"	"correct"
"4213"	"Sag: Ich möchte in der Mitte sitzen"	"user-73_2014-12-18_18-01-42_utt_090.wav"	"i would like to sit in the middle"	"i would like to sit in the middle"	"correct"	"correct"
"4214"	"Frag: Tickets für das Naturhistorische Museum"	"user-73_2014-12-18_18-01-42_utt_091.wav"	"i would like tickets for the natural history museum"	"i would like tickets for the natural history museum"	"correct"	"correct"
"4215"	"Frag: 1 Ticket"	"user-73_2014-12-18_18-01-42_utt_092.wav"	"i would like a ticket"	"i would like a ticket"	"correct"	"correct"
"4216"	"Frag: 1 Musical-Ticket"	"user-73_2014-12-18_18-01-42_utt_096.wav"	"i would like two musical tickets"	"i would like a musical ticket"	"correct"	"correct"
"4217"	"Frag: ein Ticket für Dienstagabend"	"user-73_2014-12-18_18-01-42_utt_097.wav"	"i would like a ticket for tuesday evening"	"i would like a ticket for tuesday evening"	"correct"	"correct"
"4218"	"Frag: ein Ticket für Billy Elliot"	"user-73_2014-12-18_18-01-42_utt_098.wav"	"i would like a ticket for billy elliot"	"i would like a ticket for billy elliot"	"correct"	"correct"
"4219"	"Sag: Ich möchte in der zehnten Reihe sitzen"	"user-73_2014-12-18_18-01-42_utt_099.wav"	"i would like to sit in the seven row"	"i would like to sit in the tenth row"	"correct"	"correct"
"4220"	"Frag: Tickets für Madame Tussauds"	"user-73_2014-12-18_18-01-42_utt_100.wav"	"i would like tickets for madame tussauds"	"i would like tickets for madame tussauds"	"correct"	"correct"
"4221"	"Frag: 3 Tickets"	"user-73_2014-12-18_18-01-42_utt_101.wav"	"i need three tickets"	"i need three tickets"	"correct"	"correct"
"4222"	"Sag: Mir geht es gut"	"user-73_2014-12-18_18-01-42_utt_104.wav"	"i will buy"	"i am fine"	"correct"	"correct"
"4223"	"Frag: Stiefel"	"user-73_2014-12-18_18-01-42_utt_105.wav"	"i would like boots"	"i would like boots"	"correct"	"correct"
"4224"	"Frag: weisse Stiefel"	"user-73_2014-12-18_18-01-42_utt_106.wav"	"i would like white boots"	"i would like white boots"	"correct"	"correct"
"4226"	"Frag: Hosen"	"user-73_2014-12-18_18-01-42_utt_108.wav"	"i would like the"	"i would like pants"	"correct"	"correct"
"4227"	"Frag: Hosen"	"user-73_2014-12-18_18-01-42_utt_109.wav"	"i would like pants"	"i would like pants"	"correct"	"correct"
"4228"	"Frag: braune Hosen"	"user-73_2014-12-18_18-01-42_utt_110.wav"	"i would like brown sandals"	"i would like brown pants"	"correct"	"correct"
"4230"	"Sag: Dies ist zu gross"	"user-73_2014-12-18_18-01-42_utt_113.wav"	"this is too big"	"this is too big"	"correct"	"correct"
"4231"	"Sag: Dies ist zu gross"	"user-73_2014-12-18_18-01-42_utt_114.wav"	"this is too big"	"this is too big"	"correct"	"correct"
"4233"	"Sag, dass du es nicht möchtest"	"user-73_2014-12-18_18-01-42_utt_116.wav"	"i do not want this"	"i do not want this"	"correct"	"correct"
"4234"	"Sag: Mir geht es gut"	"user-73_2014-12-18_18-01-42_utt_118.wav"	"i buy"	"i am fine"	"correct"	"correct"
"4235"	"Frag: Stiefel"	"user-73_2014-12-18_18-01-42_utt_119.wav"	"i would like boots"	"i would like boots"	"correct"	"correct"
"4236"	"Frag: blaue Stiefel"	"user-73_2014-12-18_18-01-42_utt_120.wav"	"i would like blue boots"	"i would like blue boots"	"correct"	"correct"
"4238"	"Frag: ein T-Shirt"	"user-73_2014-12-18_18-01-42_utt_122.wav"	"i would like a t-shirt"	"i would like a t-shirt"	"correct"	"correct"
